TRAABRB128F9306DD5,Sohna Nee Sohna Data,6,4,599.24853,0.0,99.273,-8.032,0,0.0,Faiz Ali Faiz,0.30667609347902947
TRAABVM128F92CA9DC,Caught In A Dream,7,4,290.29832,0.0,150.062,-5.271,2004,0.0,Tesla,0.5134632897021558
TRAABXG128F9318EBD,Synthetic Dream,7,4,165.69424,0.0,138.331,-6.787,0,0.0,lextrical,0.0
TRAABYN12903CFD305,Broken-Down Merry-Go-Round,1,3,151.84934,0.0,86.186,-15.221,0,0.0,Jimmy Wakely,0.29153972708877773
TRAABYW128F4244559,Kassie Jones,11,1,220.78649,0.0,110.382,-8.514,0,0.0,Alice Stuart,0.3285530150180186
TRAACCG128F92E8A55,Setanta matins,2,4,269.58322,0.0,111.874,-8.05,0,0.0,Elena,0.37825468551016656
TRAACER128F4290F96,Setting Fire to Sleeping Giants,7,4,207.77751,0.0,166.862,-4.264,2004,0.0,The Dillinger Escape Plan,0.5418889720336469
TRAACFV128F935E50B,James (Hold The Ladder Steady),10,4,124.86485,0.0,137.522,-12.332,1985,0.0,SUE THOMPSON,0.3062422642462862
TRAACHN128F1489601,Made Like This (Live),7,1,225.09669,0.0,164.672,-5.908,0,0.0,Five Bolt Main,0.3636513650591166
TRAACIW12903CC0F6D,Superconfidential,6,4,338.31138,0.0,125.006,-6.486,0,0.0,Clp,0.42270564102939107
TRAACLV128F427E123,I Think My Wife Is Running Around On Me (Taco Hell),5,1,186.48771,0.0,90.022,-4.516,2005,0.0,Tim Wilson,0.3499126116745628
TRAACNS128F14A2DF5,Spanish Grease,8,4,168.25424,0.0,127.025,-9.616,1997,0.0,Willie Bobo,0.3796711247498673
TRAACOW128F933E35F,Crazy Mixed Up World,8,3,156.39465,0.0,95.957,-18.051,1961,0.0,Faye Adams,0.2992303679293693
TRAACPE128F421C1B9,Do You Finally Need A Friend,6,3,342.56934,0.0,110.189,-11.939,1972,0.0,Terry Callier,0.4161730646266773
TRAACQT128F9331780,The Emperor Falls,4,4,484.62322,0.0,138.007,-15.335,0,0.0,John Wesley,0.45278947675222264
TRAACSL128F93462F4,Twist and Shout,10,1,164.80608,0.0,130.1,-10.922,1964,0.0,The Shangri-Las,0.4182165181949368
TRAACTB12903CAAF15,It Makes No Difference Now,4,1,133.32853,0.0,160.839,-9.983,1992,0.0,Billie Jo Spears,0.3846110839616365
TRAACVS128E078BE39,Laws Patrolling (Album Version),7,1,173.66159,0.0,41.993,-7.762,0,0.0,Mike Jones (Featuring CJ_ Mello & Lil' Bran),0.42631795640769016
TRAACZK128F4243829,¿Dónde va Chichi?,9,3,313.12934,0.0,189.646,-9.512,1997,0.0,Sierra Maestra,0.39273367554668775
TRAADDS128F425C68B,Barking Dogs (From "Piouhgd"),4,4,450.84689,0.0,130.586,-9.063,0,0.0,Butthole Surfers,0.48801984168567314
TRAADED128F42741FD,OUTE ENA EFHARISTO,8,4,303.09832,0.0,128.292,-8.879,0,0.0,Despina Vandi,0.41168895978577885
TRAADEV128F9348C0A,Midnight Swim,3,3,128.83546,0.0,90.932,-17.699,0,0.0,Javier Navarrete,0.38265197113973687
TRAADHS12903CE70A9,In A Subtle Way,1,4,456.30649,0.0,89.667,-19.478,0,0.0,Jacob Young,0.294861261887382
TRAADIV12903CB15C1,Spin,7,4,198.73914,0.0,115.061,-7.469,2007,0.0,Scarlet's Remains,0.3931219335710068
TRAADLH12903CA70EE,Burning In The Aftermath,2,4,95.68608,0.0,115.887,-2.022,2003,0.0,The Suicide Machines,0.4675384440100101
TRAADLN128F14832E9,Angie (1993 Digital Remaster),9,1,271.49016,0.0,139.333,-10.358,0,0.0,The Rolling Stones,0.7357656929506414
TRAADLR12903CF8D7E,Sabor Guajiro,0,4,226.66404,0.0,117.271,-12.716,0,0.0,Roberto Torres,0.3500785789894733
TRAADLX128F1469250,Human Cannonball,3,4,190.48444,0.0,102.428,-15.663,1995,0.0,Loudon Wainwright III,0.4427658420289504
TRAADMH128F9343E59,Glory Be,2,4,277.78567,0.0,89.984,-6.944,2004,0.0,R.L. Burnside,0.4666288889016846
TRAADNA128F9331246,Crossfire,1,4,248.78975,0.0,116.721,-7.805,1992,0.0,Stevie Ray Vaughan,0.544257505724526
TRAADOF12903CAA1C1,I Can't Be Satisfied,7,4,195.3171,0.0,123.142,-10.7,2002,0.0,John Hammond,0.45281783769711387
TRAADQX128F422B4CF,Nashville Parthenon,0,4,175.72526,0.0,141.919,-10.93,2006,0.0,Casiotone For The Painfully Alone,0.3942171989010042
TRAADRN128F932D607,Cocain Ducks,10,4,217.23383,0.0,95.596,-9.493,1995,0.0,Ec8or,0.3345773601190987
TRAADVH128EF34DE7A,Human Being,11,1,344.05832,0.0,154.953,-9.253,1974,0.0,The New York Dolls,0.4793084593382274
TRAADYB128F92D7E73,The More I See You,7,5,251.42812,0.0,86.091,-12.009,2009,0.0,Eliane Elias,0.42791424698295477
TRAADYI128E078FB38,Certain Things We Do,7,4,269.7922,0.0,90.218,-11.043,1997,0.0,Lost Boyz,0.41224060053560735
TRAAEAM128F934B199,Forming,11,1,206.05342,0.0,133.144,-11.506,1977,0.0,The Germs,0.40439264015477133
TRAAEDJ12903CCE390,Mafuá,2,4,190.04036,0.0,205.317,-14.179,0,0.0,Yamandu Costa,0.38347574490669173
TRAAEEH128E0795DFE,Driving Home For Christmas,9,4,241.162,0.0,180.149,-8.531,1986,0.0,Chris Rea,0.500691340913453
TRAAELO128F9302DD1,Spooks In Space,0,4,122.64444,0.0,102.538,-8.541,1966,0.0,Perrey And Kingsley,0.3384148184832545
TRAAEMJ128F425A917,Tous Les Garçons Et Les Filles,0,4,207.0722,0.0,84.164,-6.629,1985,0.0,Eurythmics,0.5236990777653908
TRAAENC128F1451DE9,Too Much Saturn,7,4,300.79955,0.0,124.175,-13.33,1995,0.0,Francis Dunnery,0.3835242473277272
TRAAENP128F147BF32,Movement 4 [from Kiss] (Album Version),7,1,228.46649,0.0,137.004,-12.412,1997,0.0,John Cale,0.48165586241245567
TRAAEOU128F9309DE0,Stream,7,4,239.59465,0.0,106.33,-21.552,0,0.0,Suzanne Ciani,0.3807045358244573
TRAAERU128F930674F,Make Me Over,11,4,228.93669,0.0,107.961,-8.686,0,0.0,Vickie Winans,0.3968558693253486
TRAAEUB12903CDD3EA,Deform (live),1,3,165.61587,0.0,174.287,-6.222,2000,0.0,The Berzerker,0.45755390983649336
TRAAEWG128F930B3A4,Wicker Chair,0,4,187.92444,0.0,116.823,-5.907,2003,0.0,Kings Of Leon,0.7888059351620142
TRAAEXM128F92D47C8,An ti chans',0,4,276.50567,0.0,101.972,-4.638,0,0.0,Edith Lefel,0.30004649036641506
TRAAFEB128F92F8694,I Will Love Again (JJ's Club Radio),11,4,200.25424,0.0,127.97,-5.884,0,0.0,Taras,0.18931487775261457
TRAAFJW128F428A424,Stickin In My Eye,4,4,144.50893,0.0,152.622,-7.787,1992,0.0,NOFX,0.5542914890128156
TRAAFKJ12903D02552,Ota kiinni,7,3,285.17832,0.0,110.787,-8.488,0,0.0,Murskahumppa,0.26803783963074496
TRAAFMS128F933AB23,Entre Caníbales,7,4,246.69995,0.0,112.903,-9.603,1990,0.0,Soda Stereo,0.46682699252718746
TRAAFON128F42926FB,Rosemary Recalls,7,4,84.03546,0.0,115.642,-26.266,1985,0.0,Bruce Rowland,0.3004544598123077
TRAAFRU128F9339158,Sudanese Dance,1,4,273.52771,0.0,125.013,-6.305,2000,0.0,Xcultures,0.26627528554651025
TRAAFSM128F425A2C5,Where The Thunder Roars (Tales Of Wonder Album Version),5,4,298.84036,0.0,113.277,-9.998,0,0.0,White Heart,0.33750728916593725
TRAAFUJ128F933F42B,Wanna Be A Player,5,4,161.38404,0.0,96.979,-9.161,1997,0.0,Heavy D / McGruff,0.36366811024462387
TRAAFYL128E07856A7,Panama (Remastered Album Version),8,1,209.29261,0.0,140.995,-4.865,0,0.0,Van Halen,0.5799889824287546
TRAAGCZ128F93210FD,Let's Get It Started,11,4,229.61587,0.0,105.206,-4.882,2004,0.0,Black Eyed Peas,1.0059419659547393
TRAAGEC128E079252C,Metal,0,4,426.89261,0.0,63.017,-12.951,2000,0.0,Nine Inch Nails,0.5984585009824434
TRAAGGE128F9325E2C,She Fell Away (2009 Digital Remaster),9,4,269.26975,0.0,144.603,-11.751,0,0.0,Nick Cave & The Bad Seeds,0.47940767557514763
TRAAGHM128EF35CF8E,Next Time,2,4,249.41669,0.0,167.92,-6.693,0,0.0,Nadine Renee,0.13924739387110993
TRAAGJV128F1464090,It's My Party,9,1,136.48934,0.0,129.122,-9.091,1963,0.0,Lesley Gore,0.3891007762801808
TRAAGKF128F932D5A2,Complicate It,0,4,233.27302,0.0,132.022,-2.658,2001,0.0,Smartbomb,0.3224851056611973
TRAAGKQ128F92EAF39,Monde De Fou,1,1,187.24526,0.0,183.92,-4.42,2005,0.0,Suburbs,0.3356518391847009
TRAAGKS128F9314884,Opus a Satana (Part 2),9,4,72.61995,0.0,89.867,-11.051,0,0.0,Emperor,0.45339118607533013
TRAAGMJ12903CAD7D4,This Melody (Live),2,5,272.63955,0.0,119.896,-9.97,0,0.0,Julien Clerc,0.36438492446826576
TRAAGNL128F4299BF1,I'm Gone This Time,1,4,142.75873,0.0,137.29,-11.335,0,0.0,Glen Campbell,0.4810242392118726
TRAAGOH128F42593CE,You Feel Good All Over,5,1,194.11546,0.0,82.343,-15.581,2002,0.0,T.G. Sheppard,0.34328188178708335
TRAAGPF12903CE027E,Indian Love Call,3,4,195.91791,0.0,91.487,-11.98,1990,0.0,Slim Whitman,0.38666909170602387
TRAAGPH128F4273C8D,You Can Still Be Free,9,5,118.33424,0.0,84.69,-11.215,1999,0.0,Savage Garden,0.5380702951237828
TRAAGPJ128F428CD1B,I Never Came,2,4,288.41751,0.0,115.606,-8.165,2005,0.0,Queens Of The Stone Age,0.5524133455169445
TRAAGUA128F93236E8,Dixie,7,1,123.21914,0.0,126.523,-12.69,0,0.0,Hank Penny & The Lincoln Penny Orchestra,0.3475988886835368
TRAAGVF128E0789785,Commercial Reign,2,4,283.76771,0.0,113.677,-8.7,1990,0.0,Inspiral Carpets,0.39854753538058046
TRAAGVM128E0784D95,Hourglass,2,4,239.3073,0.0,86.938,-5.758,0,0.0,Borialis,0.4214151025424071
TRAAGXN128F92DE52C,Wake,0,4,206.75873,0.0,141.936,-4.907,0,0.0,The Dirty Skirts,0.40418220665370436
TRAAGZU128EF360F47,Caricia Y Herida,11,1,134.81751,0.0,106.049,-8.133,0,0.0,Flor Silvestre,0.3135693426838017
TRAAHDH128F93094B6,Le tortillard,8,4,285.64853,0.0,126.88,-9.093,0,0.0,Bézu,0.1489854809922737
TRAAHEG128E07861C3,WKYA (drop),1,5,124.18567,0.0,85.008,-10.296,2001,0.0,Redman,0.49356684269655965
TRAAHEH128F427FCEF,Teräslintu,4,1,134.08608,0.0,133.699,-12.839,0,0.0,Solistiyhtye Suomi,0.3178109598122704
TRAAHEQ128F93057B4,Now's The Time To Fall In Love,11,1,155.61098,0.0,118.975,-13.71,0,0.0,Eddie Cantor,0.33109012633891616
TRAAHER128F92E3FE9,Grim Prospects (Gross Prospects - Bad Trip Remix),9,4,275.40853,0.0,102.408,-2.119,0,0.0,Schizoid,0.34919221761645924
TRAAHJX128F9312B83,Mangos,0,4,223.4771,0.0,112.006,-14.438,1961,0.0,Kai Winding,0.3163540008222974
TRAAHKE128F421389B,A Distant Voice,1,4,443.24526,0.0,45.527,-13.002,0,0.0,Sonny Simmons,0.317833879200262
TRAAHMO128F92DE7C9,Openbare Weg,4,4,177.81506,0.0,85.621,-12.004,2006,0.0,Mira,0.34575124701970267
TRAAHPZ12903CB4643,President Johnson,8,4,385.33179,0.0,108.061,-8.37,2000,0.0,Citizen Kaned,0.27756173775343046
TRAAHRF128F92FE234,Lead Me Lord,7,5,324.44036,0.0,216.195,-11.829,1995,0.0,The Brooklyn Tabernacle Choir,0.4320119468576032
TRAAHTH12903CCFFE1,Spontanous Combustion,7,4,275.12118,0.0,132.428,-6.29,0,0.0,Ellen McIlwaine,0.3251485709173023
TRAAHVY128F92E25D6,Choro,5,4,294.66077,0.0,168.307,-15.761,0,0.0,Vince Guaraldi / Bola Sete,0.4148926124367487
TRAAHXN128F9326097,Ma Louise,0,7,193.20118,0.0,140.956,-27.433,0,0.0,Maurice Chevalier,0.3915853290262099
TRAAHYV128F932A425,I Want You (Forever),1,5,357.82485,0.0,130.016,-5.701,1991,0.0,Carl Cox Vs Yousef,0.38418425849676846
TRAAHZP12903CA25F4,Hate,11,4,198.3473,0.0,175.769,-8.709,1997,0.0,Organized Konfusion,0.4126716309926985
TRAAIAE128F42AC53D,I Can't Stop Loving You,7,3,261.95546,0.0,100.194,-13.627,2005,0.0,Martina McBride,0.6282464191914875
TRAAIAN12903CFF16D,Thank You Lord,2,4,176.27383,0.0,151.911,-11.479,1985,0.0,Horace Andy,0.3742711738564048
TRAAIAX128F930531B,How Can You Call That Beautiful (Stewkey Vocal),9,4,220.89098,0.0,119.691,-6.302,0,0.0,Nazz,0.3841464443048954
TRAAIBB12903CECB35,Cheatin' In The Next Room,10,4,235.91138,0.0,161.976,-10.466,0,0.0,Tyrone Davis,0.3932151037866921
TRAAIDY128F92CA454,Candy Man,0,1,239.59465,0.0,172.398,-9.275,1971,0.0,Hot Tuna,0.40517835890761195
TRAAIFG12903CB0BCB,I See The Boys Of Summer,2,3,171.49342,0.0,109.823,-37.398,0,0.0,Richard Burton,0.28404740990087485
TRAAIGD12903CA2F3C,Three Is a Crowd,1,1,266.05669,0.0,90.101,-13.836,0,0.0,Rory Block,0.34318504527257115
TRAAIHL128F92E6DDA,On Bended Knee,8,4,329.27302,0.0,116.473,-7.103,1994,0.0,Boyz II Men,0.6011849417940898
TRAAIIE128F4288BB1,My Four Reasons,9,4,198.922,0.0,126.821,-13.495,0,0.0,Howard Armstrong,0.0
TRAAIII128F427D5D8,Little Girl (LP Version),2,3,283.21914,0.0,111.191,-15.144,1971,0.0,Donny Hathaway,0.4224724232432197
TRAAILM128F93480BB,Eternamente Amame,5,4,238.68036,0.0,125.508,-12.991,0,0.0,Miguel Gallardo,0.33510142487208283
TRAAINT128F933BBE0,Niev nietch nievitch,4,1,254.06649,0.0,137.888,-6.01,1999,0.0,Les Ogres De Barback,0.4379647331417924
TRAAIRG128F93265E8,Come Over,6,4,184.31955,0.0,150.012,-5.58,0,0.0,DJ X-Change featuring DJ Joey A,0.28128421554929817
TRAAIXN128F428027A,Blue Taxi,10,4,311.40526,0.0,108.367,-4.313,0,0.0,Morel,0.3340657898380008
TRAAIXU128F4241E5C,I Want Love (Tween You & Me) (Album Version),2,4,162.53342,0.0,173.482,-17.285,0,0.0,Tony Joe White,0.4035096733630853
TRAAIYR12903CD290D,White Feather,4,4,212.37506,0.0,110.745,-5.931,2009,0.0,Wolfmother,0.5669715662185826
TRAAJAC128F148B530,Christlike Roche,2,4,338.33751,0.0,130.027,-14.248,1995,0.0,The Roches,0.37225120793006455
TRAAJBU128F9326C02,You Rascal You,11,4,126.51057,0.0,110.168,-12.651,0,0.0,Bob Margolin,0.3268488180257514
TRAAJBU12903CE2831,Sympathy,9,3,205.58322,0.0,97.976,-16.056,0,0.0,Thomas Battenstein,0.0
TRAAJEK128F422F55A,They Say (Album),0,4,193.4624,0.0,119.979,-5.913,2007,0.0,Jupiter Rising,0.3631778606591337
TRAAJEK12903CE351A,Simon's Folly,6,1,127.4771,0.0,156.968,-5.541,0,0.0,Dharma Bums,0.3458094431841164
TRAAJJA12903CC518A,Crawl Before You Ball (Album Version),5,4,234.762,0.0,188.886,-6.019,1999,0.0,Saafir,0.3189020778687955
TRAAJJG128F4284B27,Medicate Myself,9,4,292.8322,0.0,133.306,-4.953,2001,0.0,The Verve Pipe,0.4983953383497739
TRAAJJV128F42A2F99,Biding Her Time,4,3,241.10975,0.0,152.267,-18.114,1990,0.0,Bob Neuwirth,0.30150246185842855
TRAAJMH128E0785407,More And More  (LP Version),1,4,270.68036,0.0,166.275,-11.061,0,0.0,Marvin Sapp,0.4596654567282773
TRAAJNM12903CF4750,Cowboy Ways,2,4,188.73424,0.0,114.971,-7.04,0,0.0,James Hunter,0.4315269192148132
TRAAJSX128F4275A1D,Brasas Vivas,9,4,211.80036,0.0,144.651,-15.358,0,0.0,Nelson Ned,0.32188268994567615
TRAAJVJ128F42570AD,Kolomeyke,2,1,254.32771,0.0,152.005,-11.213,0,0.0,Mish Mash,0.351210536532264
TRAAJXQ128F92E65BF,In This Life,1,1,210.36363,0.0,155.074,-5.904,2009,0.0,Cama,0.27345372725278577
TRAAJYX128F4255568,Groovin' In The Midnight,10,1,301.81832,0.0,61.971,-8.095,1991,0.0,Maxi Priest,0.44689072654931333
TRAAKAS128F4246013,Waiting,6,5,416.80934,0.0,124.04,-7.982,1997,0.0,Porcupine Tree,0.5079658021593736
TRAAKAV128F931BE25,A'chek Ouyounik (2009 Digital Remaster),7,4,413.36118,0.0,191.196,-8.804,0,0.0,Ragheb Alama,0.4249318351787764
TRAAKDF128F92FA302,Hell,7,4,117.002,0.0,152.127,-5.699,2005,0.0,Foo Fighters,0.5507620846559074
TRAAKDG128F42A0ECB,Hips Don't Lie (featuring Wyclef Jean),10,4,217.36444,0.0,100.023,-5.152,0,0.0,Shakira Featuring Wyclef Jean,0.6822631767638205
TRAAKJJ128F4228346,Juoksuhauta-twist (Elämä juoksuhaudoissa),10,4,122.72281,0.0,192.688,-9.965,0,0.0,The Avengers,0.42251494013072466
TRAAKNS12903CC5198,I Got Over It (Album Version),11,4,203.98975,0.0,154.322,-11.976,1988,0.0,Robben Ford,0.3838774936335668
TRAAKQS128F4224DE1,One Less Bell To Answer,5,4,192.44363,0.0,236.006,-10.229,0,0.0,Brazilian Tropical Orchestra,0.3394084863551408
TRAAKSB128F934D73A,Festa,11,5,285.36118,0.0,150.666,-6.284,0,0.0,Gil Semedo,0.3828699558929602
TRAAKTK128F9343DCC,Te Hacen Falta Vitaminas,11,1,225.12281,0.0,175.421,-3.818,1984,0.0,Soda Stereo,0.46682699252718746
TRAAKVA128F934E69E,Sense And Trick,9,4,123.66322,0.0,104.153,-4.633,0,0.0,Xmilk,0.32138373011129995
TRAAKVD12903CE8474,Fire (Oscar G Space Vocal Mix),11,4,525.16526,0.0,127.278,-5.602,0,0.0,Dolce; Oscar G.,0.33708930033210055
TRAAKVZ12903D074BB,Hanging On (Medium Key Performance Track Without Background Vocals),6,4,204.06812,0.0,160.165,-5.157,0,0.0,Britt Nicole,0.544446276903691
TRAAKXN128F92E71B1,Grim Prospects (Version 2 Remix),5,3,166.00771,0.0,86.091,-1.925,0,0.0,Schizoid,0.34919221761645924
TRAALCM128F4264370,Christmas In Jamaica,0,4,219.01016,0.0,149.94,-5.21,2001,0.0,Toni Braxton Featuring Shaggy,0.555968803751809
TRAALDU128F930D56B,Gossippo Perpetuo,0,4,127.9473,0.0,135.78,-12.717,2001,0.0,Perrey And Kingsley,0.35032760522744555
TRAALEO128F42A7AEA,2190 Dias Contigo,7,4,570.90567,0.0,122.967,-12.28,0,0.0,Sven Tasnadi,0.30660364129709755
TRAALHD12903D0BD6A,No Control,9,4,230.00771,0.0,142.024,-9.748,0,0.0,Eddie,0.36223874670184913
TRAALNG12903D014E9,The Vitalized Shell,2,7,240.74404,0.0,135.535,-4.878,2010,0.0,Enthroned,0.39570954770762196
TRAALRZ128F429024E,Mozart,2,3,192.20853,0.0,139.189,-23.988,1989,0.0,Suzanne Ciani,0.3807045358244573
TRAALSV128F4282B9B,Ciao Milan,8,5,152.0322,0.0,128.598,-9.414,0,0.0,Milan Band,0.0
TRAALUX12903CFD50B,Lend Me Your Chopper,3,4,215.30077,0.0,163.445,-9.741,2004,0.0,Johnny Osbourne,0.40913486879748406
TRAALZC128F92E11A6,Letter To Heaven,7,3,155.21914,0.0,114.027,-11.965,1971,0.0,Dolly Parton,0.6038764869181625
TRAALZN128F932D457,Heaven is Where The Heart Is,7,1,207.12444,0.0,111.316,-12.779,0,0.0,Rance Allen Group,0.3140117898326241
TRAAMES128F42AF068,Inside Job,4,3,428.56444,0.0,105.994,-8.403,2006,0.0,Pearl Jam,0.6079718095629023
TRAAMFG128F92FDEA2,Take A Look  (LP Version),8,1,185.7824,0.0,88.489,-13.251,0,0.0,Natalie Cole,0.5077816674051294
TRAAMFT128F93128AD,The Czar: Usurper/Escape/Martyr/Spiral (Album Version),7,4,654.28853,0.0,118.433,-5.884,2009,0.0,Mastodon,0.5742747305168561
TRAAMGJ12903CD315C,Bulgarian Dream,11,4,306.72934,0.0,96.007,-6.929,0,0.0,Kiril Valeri,0.433945513830991
TRAAMII128F933B583,Amalgama,9,4,229.51138,0.0,187.807,-4.198,0,0.0,Word,0.24634071356237247
TRAAMJY128F92F5919,Born and Raised In Compton,7,4,205.58322,0.0,181.115,-6.998,1991,0.0,DJ Quik,0.41339391128749997
TRAAMKI128F428537A,We're Gonna Go Fishin',2,4,127.05914,0.0,148.357,-12.772,0,0.0,Hank Locklin,0.3794369722404727
TRAAMKL128F9347D8A,Robbers Kill Cop,1,4,44.35546,0.0,136.164,-18.147,0,0.0,BT,0.5122267383177268
TRAAMKP12903CC74F4,Relax,4,4,203.83302,0.0,126.941,-7.661,2009,0.0,2-4 Grooves feat. Reki D.,0.4269442562357665
TRAAMKW128F4249CF0,Sweet By And By,5,3,176.50893,0.0,159.582,-17.308,0,0.0,The Jordanaires,0.28356259598084455
TRAAMPA128F92E7D0D,Orgofart,6,4,140.66893,0.0,89.495,-28.347,1986,0.0,Descendents,0.4765593789777819
TRAAMSO128EF348DCC,Bitch Is Back,5,3,201.09016,0.0,102.259,-2.869,1988,0.0,L.A. Guns,0.45694055844157816
TRAAMXP128F4264F6A,Naked Albino,10,3,254.79791,0.0,107.529,-7.309,1998,0.0,Bare Jr.,0.3605835821516753
TRAAMYQ128F148B753,Johnny Loves Me (LP Version),0,4,143.0722,0.0,99.408,-15.351,0,0.0,Shelley Fabares,0.3701947010583135
TRAAMZB12903CAB002,Dearly Beloved,9,4,163.49995,0.0,79.731,-25.694,0,0.0,Norrie Paramor,0.2506012864465103
TRAAMZR128F9315DCC,The Look Of Love,0,1,289.64526,0.0,188.502,-9.435,0,0.0,Gary Hobbs,0.38976551809145177
TRAANBH128F9345A6C,Cooler Than You,11,1,124.15955,0.0,133.729,-4.793,1998,0.0,Diesel Boy,0.37668863102209926
TRAANKK128F42531BC,Taryns Deepest Fear,4,4,167.3922,0.0,139.136,-17.623,0,0.0,Angelo Badalamenti,0.39945172400502926
TRAANLO128F422AE37,Summer Dying Fast,2,4,321.35791,0.0,193.693,-6.2,1994,0.0,Cradle Of Filth,0.5725833363950456
TRAANLZ128F934EC42,Still,0,4,263.94077,0.0,76.693,-19.821,0,0.0,Jim Chappell,0.36150980217715184
TRAANMF12903CEAFEF,Snapshot,10,4,341.36771,0.0,126.95,-9.632,0,0.0,Ladybug,0.22005076466880738
TRAANRI12903CD0A9C,End Of The Road (Head Hornys Remix),6,1,333.13914,0.0,144.812,-5.671,0,0.0,Bandido,0.32785892465345917
TRAANTD128F9323B23,7 Miles,11,4,349.12608,0.0,138.003,-11.708,0,0.0,Brixx,0.0
TRAANTZ128E0792529,The Frail,7,4,168.56771,0.0,130.284,-16.968,1999,0.0,Nine Inch Nails,0.5984585009824434
TRAAODT12903D0D16E,Para Milladoiro,10,4,350.71955,0.0,152.013,-13.038,2010,0.0,Susana Seivane,0.2979492662186256
TRAAOEH128F426A82F,Stone Cold Fingers (Bonus Track),4,4,175.62077,0.0,159.968,-10.647,0,0.0,Leland Martin,0.2721901520589511
TRAAOIN128F9303790,Snowball,4,4,190.24934,0.0,75.031,-4.172,2005,0.0,Test Icicles,0.3734642277637134
TRAAOJI128F1458DCD,(We Don't Need This) Fascist Groove Thang,7,4,255.16363,0.0,150.837,-10.756,1981,0.0,Heaven 17,0.46155845195981815
TRAAOPW128F428AE31,Drunk Alone,10,1,120.2673,0.0,143.231,-3.422,0,0.0,React,0.2473405842381235
TRAAORY128F934984F,Charisma,11,4,557.26975,0.0,123.993,-12.26,0,0.0,Sven Tasnadi,0.30660364129709755
TRAAOTD128F42322FC,Going Down Slow,11,1,187.53261,0.0,97.981,-23.527,2000,0.0,Mance Lipscomb,0.3323898702808034
TRAAOTT128F14AE002,All Rise,2,4,295.60118,0.0,137.288,-9.435,0,0.0,Scott Wesley Brown,0.34240639110484233
TRAAOTT128F9342E04,Jogo Limpo,3,4,252.02893,0.0,168.323,-8.639,0,0.0,Flávio José,0.29547099049043
TRAAOXM12903CFB3B0,Silent Hill,2,4,329.35138,0.0,111.079,-7.672,2009,0.0,Moss,0.3895355761888646
TRAAOYG128F9314996,Our Love Is Here To Stay,0,4,180.00934,0.0,133.009,-13.668,0,0.0,Pery Ribeiro,0.31213122149558203
TRAAPCC128F42519A7,Everything Changes,6,5,244.45342,0.0,146.577,-6.885,0,0.0,Soular,0.276702624728755
TRAAPFQ128F42684DB,Master Of Disharmony,6,3,282.53995,0.0,140.458,-4.2,1996,0.0,Dimmu Borgir,0.5996026426495992
TRAAPGF128F1458F8B,(This Is Not A) Love Song (Live),0,4,388.28363,0.0,132.506,-16.433,1983,0.0,Public Image Ltd,0.41551708285972627
TRAAPIV128F1493132,What Are We Here For,2,4,345.93914,0.0,153.862,-6.951,1997,0.0,Gary Moore,0.4671106485845494
