TRDRFRL12903CE3ACF,SergioPul,61,5
TRCFZTX128EF36613D,SergioPul,25,3
TRDOVCN128F92F6DDC,SergioPul,28,5
TRCMUMN12903CF5A9A,JennyMol,77,3
TRAFWQW128F4275A92,JennyMol,100,5
TRBZKAA128F42AC6B8,JennyMol,9,4
TRBWMQT128F931A65F,JennyMol,17,5
TRAQGFP128E078FAB6,JennyMol,31,4
TRBBNWY128F93425FC,StevieWhi,73,4
TRDRJGO128F4268073,StevieWhi,30,4
TRDLUTY128F92F6E98,StevieWhi,90,3
TRBLPHY128F934157C,StevieWhi,80,4
TRCRKWY12903CA2ED5,StevieWhi,81,3
TRAAEMJ128F425A917,CaraLao,83,5
TRDXXAU12903CF0979,CaraLao,99,5
TRBLUQT128F934A5D9,CaraLao,21,5
TRDPBQX128EF34A584,CaraLao,79,4
TRAOGET128F1480C8F,CaraLao,71,4
TRARXLM12903CC2306,HelgaTel,3,5
TRAHYPW128F4280B48,HelgaTel,12,5
TRDMJZV128F9337D39,HelgaTel,63,5
TRBSBLU12903CFAB9E,HelgaTel,97,5
TRCOOLQ128F93012D1,HelgaTel,73,3
TRBTAZI128F92CAA62,JolynAus,91,5
TRDEVLI128F148B9A1,JolynAus,55,3
TRAAACN128F9355673,JolynAus,77,4
TRCFAID128F426F64F,JolynAus,1,4
TRDLCLJ128F92D602B,JolynAus,24,5
TRBURQY12903CC86A2,YoshieMil,84,4
TRBCYBA128F9333188,YoshieMil,64,5
TRCCMEB128F42547E0,YoshieMil,14,4
TRDVGZD128F14A5414,YoshieMil,19,5
TRCVNHQ128F92EFEC0,YoshieMil,40,3
TRBVUYK128F9318CD2,HildegardeMal,43,3
TRDQZPS12903CF7B03,HildegardeMal,33,5
TRCXKAY12903CB2A1E,HildegardeMal,17,3
TRCXELT128F42408B0,HildegardeMal,51,5
TRAZXBD12903CD6EC8,HildegardeMal,26,3
TRDITYO128F427BBE4,SherleneVer,31,3
TRCGADQ128F42B01C5,SherleneVer,10,4
TRDCKZY128F932345D,SherleneVer,10,4
TRCVSRY128F932AE6F,SherleneVer,59,4
TRAHYLW128F92E3A44,SherleneVer,50,5
TRCTWBL128F9311D8D,LuciusDec,4,5
TRCPBEA128F4276486,LuciusDec,54,4
TRBCYXV12903D09A54,LuciusDec,1,4
TRDBQTF128F4255D05,LuciusDec,37,3
TRDALJI128F92E34F8,LuciusDec,83,5
TRCIXCN128F4270FD6,TatyanaFur,17,5
TRBFTMI128F429B4E2,TatyanaFur,53,4
TRCVRGC12903CD615D,TatyanaFur,4,3
TRCJOOD128F1490E3E,TatyanaFur,23,4
TRAUFHA128F9300B82,TatyanaFur,62,3
TRAVAOK128F425FF86,KarrenLas,58,4
TRDPKAV128F92FD069,KarrenLas,78,5
TRAIYIK128F14A6C86,KarrenLas,84,5
TRAQQMJ12903CCC40F,KarrenLas,64,5
TRAYASV128F9343FA1,KarrenLas,94,4
TRDVQIK128F424E19D,RossanaHur,47,5
TRCINTS128F422A638,RossanaHur,62,3
TRBZYNE12903CD2F77,RossanaHur,84,3
TRAIXNS128F428D190,RossanaHur,18,4
TRBFDTC128E0782AEE,RossanaHur,54,4
TRDRQGN128F930D7DE,JeannineAgu,36,3
TRDRKOX128EF347BEA,JeannineAgu,100,4
TRBUPEC128EF35D75D,JeannineAgu,15,5
TRBCASG128F92E5514,JeannineAgu,14,5
TRDQLBJ128E0785426,JeannineAgu,7,5
TRAFUHB128F427AB74,RubenBal,67,4
TRDAHCH128F424FEAC,RubenBal,17,4
TRAEVRI128F93608F3,RubenBal,6,5
TRCSUPN128F92EE891,RubenBal,45,5
TRBJAOX128F4279921,RubenBal,85,3
TRDQTAM128F422A9B8,LouettaRos,62,5
TRCZADL128F92F274C,LouettaRos,49,4
TRCUMVZ128F930558D,LouettaRos,78,4
TRCDMQR128F426582C,LouettaRos,7,3
TRDCTHP128F933EAEA,LouettaRos,1,3
TRBQCWS128F145256A,LouiseBus,80,3
TRCQZQY128F1472633,LouiseBus,6,4
TRCRHFE128F92FC479,LouiseBus,48,4
TRCRMBO128F930EF57,LouiseBus,28,3
TRBENUP128F426696A,LouiseBus,51,3
TRAIFPD128F9335A20,YvonneNor,43,4
TRCTZLL128F935165E,YvonneNor,50,5
TRCPWKT128F92C553D,YvonneNor,59,4
TRABGIN128F14B0238,YvonneNor,77,3
TRAWIQF128F425BE39,YvonneNor,58,4
TRCPEDP128F9341F84,SueannUts,87,5
TRDADGQ128F92F52C2,SueannUts,100,5
TRDOCAY128F92D51A9,SueannUts,24,3
TRDCSKW12903CAC4DB,SueannUts,24,3
TRAIKSX128F426C209,SueannUts,73,5
TRDEVVY128F4240550,WmCas,41,4
TRDQZND128F423DB29,WmCas,52,5
TRBNHOK128F147EE5B,WmCas,0,3
TRDKQZU128F931620B,WmCas,40,3
TRDVQSI128F92FFF46,WmCas,55,4
TRAPGCI128F42408A3,SeanWes,91,3
TRDHPSC128F14ACBFF,SeanWes,19,3
TRAMSSR128F9332EAA,SeanWes,62,4
TRDFGIG128F4265B6D,SeanWes,24,5
TRCRQWT128F4229146,SeanWes,54,5
TRASSAP128F4251AEF,HiediGri,36,4
TRDLZTQ12903D09FE8,HiediGri,97,4
TRBUWAV12903CFD644,HiediGri,89,3
TRDOVCN128F92F6DDC,HiediGri,85,3
TRAYGBT12903CF5DF0,HiediGri,33,4
TRDPRGI128F92D499A,AliaRea,46,5
TRDOFNB128F421F529,AliaRea,65,3
TRBCFEX128F4277CB9,AliaRea,82,3
TRBWQTA128F4224BFA,AliaRea,55,5
TRACFQR128E0793D87,AliaRea,51,4
TRBZZMR128F9316F8A,LynnaSid,62,3
TRBJNYP128F92CAA61,LynnaSid,40,4
TRCPHUL128F931C1CE,LynnaSid,23,3
TRASPBJ128F429BFB9,LynnaSid,66,3
TRBLYGW12903CF24DE,LynnaSid,30,3
TRCSPQW128F42AF5EF,AlejandraHer,11,5
TRCKBWA128F92D99C6,AlejandraHer,49,5
TRDJQYD128F930920C,AlejandraHer,14,3
TRCYVLC12903CD19C7,AlejandraHer,59,5
TRCABMP128F42600D4,AlejandraHer,58,4
TRCBKAA12903CE1D7F,NaomaCob,5,5
TRAIGAA128F42A6873,NaomaCob,26,4
TRBLVVQ128E078A639,NaomaCob,45,4
TRDNLKB128F422FA5B,NaomaCob,12,5
TRBXZRI12903CBD2CB,NaomaCob,82,4
TRDEKIC12903CA3B12,JaneeLay,27,5
TRCOBUR128F423556B,JaneeLay,5,3
TRBGUDI128F93035E4,JaneeLay,20,4
TRCTXPG128F93110DF,JaneeLay,68,4
TRCRFSO128F92F71F0,JaneeLay,100,4
TRBBGEX128F935A442,YolandeGoi,50,3
TRBRXVK128F930D4AD,YolandeGoi,51,3
TRBTQTX128F9314654,YolandeGoi,45,5
TRBUSPX12903CBEF24,YolandeGoi,9,4
TRDSXHP128F149B8C6,YolandeGoi,91,4
TRAJXUO128F4264744,TobieCra,49,4
TRCYGLE128F42A4A5D,TobieCra,60,4
TRCIJOP128F92E5A7C,TobieCra,59,3
TRABYND128F42765BB,TobieCra,45,3
TRAIDXI128F9307464,TobieCra,21,4
TRBQIED12903CECA45,TomasaOqu,32,5
TRANCWY12903C9C82C,TomasaOqu,74,4
TRCQEVC128F9333A50,TomasaOqu,39,3
TRAMJNQ128F92DC923,TomasaOqu,58,5
TRBPNVY128F4255D5F,TomasaOqu,90,4
TRAJRWD128EF350B8C,LaylaGre,17,4
TRDQALJ128F933A5B4,LaylaGre,47,4
TRAMAVG128F423333F,LaylaGre,54,5
TRCFGQD128F4226882,LaylaGre,65,5
TRDORMC128F4296F2F,LaylaGre,18,4
TRDLEUU128F4222EB2,ClarindaHer,39,3
TRBWALB128F93369C9,ClarindaHer,99,4
TRDKAKW128F422FC44,ClarindaHer,22,3
TRCTGEG128F429B393,ClarindaHer,37,3
TRDIGHU128F428B685,ClarindaHer,29,4
TRDTCBI12903CE5C7A,RicardaRou,43,3
TRCWDKV128EF340BF0,RicardaRou,98,3
TRBUCED128F149F6B5,RicardaRou,69,5
TRDNXOQ128F92FA963,RicardaRou,82,4
TRAGTDM12903CE2E9D,RicardaRou,78,4
TRAXGCG12903CD45F4,DelfinaMck,87,3
TRBPLBU12903CC28E1,DelfinaMck,30,3
TRCSQHW128F42733A2,DelfinaMck,30,4
TRBUXLV12903CBEFEB,DelfinaMck,67,3
TRBSOLZ128F92EC9C9,DelfinaMck,97,4
TRCIBLL128F931355E,ShavonneEng,61,5
TRAEBKK128F934B104,ShavonneEng,53,4
TRCEIRY12903CF9497,ShavonneEng,75,4
TRDEHDQ128F9334A71,ShavonneEng,71,5
TRDAPGJ128F4294E56,ShavonneEng,44,3
TRCOWYQ128F4284830,AbelSuy,40,3
TRBMALM128F422A4F1,AbelSuy,12,3
TRCSMEL12903CE2A13,AbelSuy,51,3
TRCERJR128F4290F94,AbelSuy,99,5
TRBGYFK128F92FEEF5,AbelSuy,70,5
TRBUPYH12903CA4C43,GloryPer,91,4
TRAMUZE128C7196B34,GloryPer,77,3
TRCHPQL128F92C3A63,GloryPer,1,5
TRDIIST128F931D778,GloryPer,55,3
TRDQOJI128F92D50C7,GloryPer,65,5
TRDHTSL128F930E00F,NelsonGro,19,3
TRBVAWZ12903CB5315,NelsonGro,79,3
TRBKPPP128F932B81F,NelsonGro,34,3
TRDOAQN128F425260D,NelsonGro,45,5
TRBFIBL128F423AC68,NelsonGro,35,3
TRCDKPX128F930A921,AudreaSho,91,3
TRBQUIS128F14AA9D4,AudreaSho,15,3
TRAIQLE128F93167E7,AudreaSho,71,5
TRBBONT128F4278596,AudreaSho,50,5
TRDVZAD128EF34DF49,AudreaSho,28,4
TRCGZYP12903CD15E0,ObduliaDeh,19,5
TRCPASQ12903CC8C10,ObduliaDeh,47,5
TRCZCWC12903CCE392,ObduliaDeh,59,4
TRAMIYX128F427717E,ObduliaDeh,83,4
TRAQYAS128F4252182,ObduliaDeh,82,5
TRAQPGP128F92E3E28,KiraTet,17,3
TRAGIWA128F146C14A,KiraTet,36,5
TRBHJHM128F428E81E,KiraTet,94,4
TRBDRFL12903CFBBF6,KiraTet,48,4
TRAHCDJ128F9310F1C,KiraTet,78,5
TRAUDTR128F424ACAC,NgaGre,78,3
TRAJKWD12903CE38E5,NgaGre,83,5
TRDAXKM128F933A491,NgaGre,34,4
TRAVOFC128E078D2E0,NgaGre,81,4
TRDRCTL128F427AFAC,NgaGre,82,5
TRAOMMX128F92E4E60,GeorgettaTup,7,4
TRCKUFH128F92E44D3,GeorgettaTup,63,4
TRDOLJW128F93446A5,GeorgettaTup,94,4
TRDKFNL128F92EE3EB,GeorgettaTup,31,3
TRAWZAE12903C9CE55,GeorgettaTup,56,5
TRCLTJV128F930F897,ElenorBoy,34,4
TRBUYUP128F428ECCE,ElenorBoy,42,5
TRBNJBH128F931EA3B,ElenorBoy,56,3
TRBXWTS12903D09C73,ElenorBoy,80,4
TRCCNKG128F92D885A,ElenorBoy,43,4
TRAGHXR128F149015B,StephanyAhl,55,3
TRAURRX128F92C7618,StephanyAhl,43,4
TRAFTUI128EF365AE4,StephanyAhl,60,4
TRBJSBP12903CB762A,StephanyAhl,90,3
TRBFYKT128F428AFF7,StephanyAhl,31,3
TRCBITO128F42372FB,TomikaAdc,52,5
TRDSWGJ128F92E2E36,TomikaAdc,70,5
TRBMSGL128F9305F96,TomikaAdc,66,5
TRCVFXW128F4250A6F,TomikaAdc,43,5
TRCWAHA128F148125A,TomikaAdc,83,4
TRDMIOR128F931B075,ChaeBos,59,3
TRAKZPE128F933C3FA,ChaeBos,39,3
TRBBDDA128F933A276,ChaeBos,19,4
TRBPMMT128F4272EEC,ChaeBos,27,4
TRBIMSO128F93006E4,ChaeBos,75,3
TRAAVWW128EF35C893,JanyceBon,20,3
TRBJNWF128F1452C26,JanyceBon,32,3
TRBUZLN128F934287A,JanyceBon,85,3
TRBXFRD128E0784ECD,JanyceBon,31,4
TRARWCY128F4282B69,JanyceBon,60,4
TRDKECG128F4255E0E,ArturoCha,62,4
TRBDFQF128F42AD65A,ArturoCha,91,5
TRCADYI128F934A9C0,ArturoCha,75,3
TRAOMBZ12903CDD0AE,ArturoCha,39,5
TRAFLHL12903CD960B,ArturoCha,1,5
TRDQIJZ128EF34F7F4,IrisBas,80,5
TRACESY128F932D32F,IrisBas,29,5
TRDPMJC12903CF7C85,IrisBas,81,4
TRDCEVU128F427E8D3,IrisBas,11,3
TRDTTHP12903CFAA7F,IrisBas,73,5
TRAFYWM128F422AA37,JongChe,21,4
TRBFUCG12903CD2E03,JongChe,37,5
TRCITSS128F9341BB3,JongChe,17,3
TRAYRAK128F4269993,JongChe,20,5
TRDKEWM128F145267A,JongChe,74,4
TRAXDEF128F4253194,RiaBem,29,3
TRCDSAQ128F931C540,RiaBem,100,3
TRCTPEK12903CC570C,RiaBem,96,5
TRALDLD128F1455446,RiaBem,93,3
TRAVJNR128F9344E78,RiaBem,43,3
TRCFBYB128F423D5A5,CoraleeWad,13,4
TRAIIUP128F932DE31,CoraleeWad,2,3
TRAEGNG128F930C1C5,CoraleeWad,67,3
TRCKOQI128F4261AF3,CoraleeWad,91,5
TRCKYRJ128F148AF33,CoraleeWad,55,3
TRBNAOC128F4233E6B,KristineSol,92,4
TRCYLGM12903CD8FBC,KristineSol,75,3
TRDDNJO128F92E5424,KristineSol,1,4
TRBJPJG128F93036C2,KristineSol,56,5
TRCTDRJ128F4234D6D,KristineSol,48,3
TRAQFBW128F4277797,VernitaJur,16,5
TRCJNTK12903CE6A0B,VernitaJur,19,5
TRAVMGK12903D0C988,VernitaJur,88,4
TRCUNSY12903CC48A7,VernitaJur,26,5
TRDXYKX128F9361673,VernitaJur,13,4
TRDPVIG128F92E14C2,RaisaHan,43,3
TRBMZBJ128F1488371,RaisaHan,28,5
TRBZVAU128F932DC28,RaisaHan,49,5
TRCGAOZ12903D0729A,RaisaHan,83,5
TRAHDJK128F934281D,RaisaHan,100,4
TRBQWEK128F14A92C1,SandyDed,11,5
TRDIAKG128F931C024,SandyDed,49,5
TRCLYHU128F426F1B0,SandyDed,27,5
TRDZFVC128F427026D,SandyDed,42,4
TRDCKZL128F93099FC,SandyDed,56,5
TRAQHYD12903CC6EFD,BeckiTan,52,4
TRCHZXG128F427446A,BeckiTan,63,5
TRCOLPQ128F4237499,BeckiTan,1,4
TRABGUU128F4227C0A,BeckiTan,83,3
TRAJQDA128F423AE2C,BeckiTan,41,4
TRDAHBM128F9335FC9,RollandSee,87,3
TRCGFGC128F426DBCC,RollandSee,36,5
TRAETOX128F933AD7F,RollandSee,71,4
TRARURC12903D098D8,RollandSee,98,5
TRBKHSH12903CDFCA2,RollandSee,9,4
TRBWCUK128F9341C58,PortiaRid,81,5
TRAMGWV128F92CFDF3,PortiaRid,38,4
TRAPTDQ128F93011F7,PortiaRid,65,3
TRAKJET128F931AAE9,PortiaRid,28,4
TRATGOC12903CC5BE2,PortiaRid,31,3
TRBDEQF128F425F15A,SimoneCoy,39,3
TRBRUCP128F933C099,SimoneCoy,22,4
TRBCUVF128F426B594,SimoneCoy,63,5
TRCUJMV128F931E833,SimoneCoy,75,4
TRDSTRX12903CA6EAD,SimoneCoy,10,5
TRBKZLB128F429F7C7,MargueritaDra,35,4
TRCXMPM128F421FA66,MargueritaDra,71,3
TRAKNBW128F4249FD8,MargueritaDra,97,4
TRBVXGO128F92EED23,MargueritaDra,29,5
TRCOWLM12903CE6AEB,MargueritaDra,30,5
TRCINKD12903CBCD2B,ShadAlv,9,5
TRCHCUR12903CC72F1,ShadAlv,5,4
TRBZNXU12903CC4C60,ShadAlv,37,4
TRCHUYQ128F42915EE,ShadAlv,4,4
TRBLTGO128F9332DF5,ShadAlv,95,4
TRBNVLG128F423A58A,MittieSpa,86,4
TRDINOA128F933B5B4,MittieSpa,77,4
TRBJSVZ12903CAEF1E,MittieSpa,34,3
TRCACZU128F1472EDF,MittieSpa,35,4
TRDFPDF128F42BC123,MittieSpa,100,4
TRAHYFW128F14B0C72,DeshawnRad,97,4
TRCXZZD12903CE73E2,DeshawnRad,53,3
TRDVGQN128F42978C8,DeshawnRad,92,5
TRBSINC128F42678FD,DeshawnRad,20,5
TRAXWQN128F930C5E8,DeshawnRad,48,5
TRBQLNT128F423CB92,KiaHil,52,5
TRBECOX128F14592C9,KiaHil,39,3
TRAVCYH128F92E4402,KiaHil,29,4
TRAHHGB128EF35A459,KiaHil,73,4
TRADLNU128E07935F4,KiaHil,46,5
TRBMUJU128F92EF829,PedroClo,36,5
TRAFJRJ128F932EC8C,PedroClo,20,3
TRDWDVS128F147C521,PedroClo,26,4
TRBXAMU128F4267114,PedroClo,96,3
TRAEOHW128F42A52D9,PedroClo,34,5
TRDSHOB128F4215317,LeilaniQui,63,4
TRCLNUK128EF357C36,LeilaniQui,58,3
TRAQBSB128F14739D0,LeilaniQui,92,4
TRDQBFN128F92D82B2,LeilaniQui,60,5
TRAPHAD128F4241323,LeilaniQui,75,5
TRACDCZ128F4285AE0,EvelineLow,66,5
TRDFSJM12903CE10C3,EvelineLow,6,3
TRDDDMU12903CFC7FE,EvelineLow,77,4
TRALUOC128F421FBDB,EvelineLow,80,4
TRCYTHJ128F42A40E2,EvelineLow,7,4
TRAJELM128F92F8EE8,GeorgeannaPob,41,3
TRCSSNN128F4265407,GeorgeannaPob,4,5
TRALUQK128F422F104,GeorgeannaPob,79,4
TRARGCC128F92F34B7,GeorgeannaPob,15,5
TRCTEIL128F92F64B0,GeorgeannaPob,32,3
TRCBXZE12903CE3B32,LucasStr,21,4
TRBQKXK128F425BE06,LucasStr,74,4
TRCVMSG128F4252BE7,LucasStr,69,4
TRDDXHL128F4270E50,LucasStr,33,4
TRBAXIZ128F427058B,LucasStr,83,4
TRBAQPR128F92F4AB0,RenayBor,26,4
TRBXRTB128F93586D7,RenayBor,18,4
TRCSUFG12903CCF79A,RenayBor,9,3
TRDYQFV128F42ACC56,RenayBor,35,3
TRDLTUO128F428A1CD,RenayBor,20,3
TRDLJCU128F933E391,KamalaBro,55,3
TRBNJWG128F9355A2D,KamalaBro,31,4
TRBZKSG128F146EB84,KamalaBro,58,3
TRDQZSS128F422C9A0,KamalaBro,68,4
TRCXXCJ12903CA9227,KamalaBro,55,3
TRCGEVF128F4260324,FaustinoTol,26,3
TRDCKWV128F147B636,FaustinoTol,31,5
TRCUERG12903CB50FD,FaustinoTol,74,3
TRDCCNZ128EF33E9EB,FaustinoTol,1,5
TRDLNTN128F9328F61,FaustinoTol,2,4
TRDVQDX128F9302C6A,LennaTro,31,4
TRCJYUC128F42865BB,LennaTro,0,3
TRCSKBG128F934A5AA,LennaTro,86,5
TRBOQSR128F930E09F,LennaTro,43,4
TRCJLHS128F423C6CE,LennaTro,73,3
TRDLTJZ128F92D7E42,CassondraNat,52,4
TRBTYXS12903CBD4A3,CassondraNat,9,3
TRDZLOZ128F4290063,CassondraNat,51,5
TRBDJOB128F931B90B,CassondraNat,92,5
TRAOBNW128F92FCCC0,CassondraNat,39,3
TRCCOSQ128F42719D7,RenateMar,97,5
TRBNKXC128F146355E,RenateMar,30,4
TRCVIZO128F426FB3B,RenateMar,88,5
TRCAXOM128F425CEAD,RenateMar,66,3
TRAVPUV128F92E5229,RenateMar,49,4
TRAIUYZ128F425BD2F,KalynBal,86,4
TRBTHSF12903CFE365,KalynBal,68,5
TRBWGYT128F423BB4B,KalynBal,77,3
TRDIEOU128F4261A22,KalynBal,86,4
TRBOWVA12903CF4317,KalynBal,4,5
TRBPVXF128F4263B9C,MikaelaBob,23,4
TRBXNDF128EF34B95C,MikaelaBob,32,4
TRDJMRF128F1494ABC,MikaelaBob,34,3
TRCGJRV128E07948AD,MikaelaBob,84,5
TRAQHCZ12903CBF9F1,MikaelaBob,73,4
TRDKZCV128F92C83B9,LaceyNak,60,5
TRBOWCF128F422495C,LaceyNak,50,4
TRBHICT128F42697D3,LaceyNak,21,4
TRBDUUL128F931D6C2,LaceyNak,74,3
TRCTAGI128F931E1A9,LaceyNak,42,3
TRDPCXT128E0782FAC,RicoHie,12,3
TRCOMIE128F9348A42,RicoHie,7,5
TRBVJRO128F421F031,RicoHie,9,4
TRDHSDL12903CE6C3C,RicoHie,53,3
TRAEWQV128F427B9B2,RicoHie,19,3
TRBRQKH128F42868C0,ReannaGip,57,4
TRBJYHR128F422F59D,ReannaGip,14,4
TRDSTXW128F149EC2D,ReannaGip,2,3
TRDOTLO128F427AFA9,ReannaGip,55,3
TRADTBA128F92CA48F,ReannaGip,30,3
TRCJWAA128F427318C,BeckyLan,71,5
TRCXKRV128F9301518,BeckyLan,3,5
TRBAVCN128F42699A2,BeckyLan,2,4
TRDFLXO128F4271AB7,BeckyLan,23,5
TRAXOJJ12903CD8FCA,BeckyLan,26,3
TRCXTKO12903CECFDE,ZolaPri,68,3
TRDRJKZ12903CBEBCC,ZolaPri,94,4
TRCSMIN128F429BC09,ZolaPri,36,3
TRCAOHD128F4251F0D,ZolaPri,13,4
TRDFWRQ12903C9ECE9,ZolaPri,1,3
TRAPFOX128F93499D2,JeroldRon,100,5
TRAUHIL128F426E586,JeroldRon,96,3
TRBRMQC12903CDBC41,JeroldRon,96,4
TRAHFEY12903CDE866,JeroldRon,73,3
TRDLXCS12903CC1FF9,JeroldRon,74,3
TRASVQS128F933BA2C,JefferySte,53,5
TRCMXLZ128F428243E,JefferySte,89,5
TRBZYPF128F932C763,JefferySte,54,3
TRCJDZX12903CACACF,JefferySte,90,5
TRDTDGJ128F429AAC2,JefferySte,79,3
TRASPLE128F92D8218,LynwoodDar,60,3
TRBKMEH128F149CB2A,LynwoodDar,61,5
TRBLYDC128F1459DEA,LynwoodDar,87,5
TRAXVLQ128F92CD969,LynwoodDar,100,3
TRBVVSL128F92D7E44,LynwoodDar,65,4
TRAUXUF128F426C0C8,EllsworthHol,46,4
TRDWFXK128F9311A0E,EllsworthHol,59,5
TRCIJMO12903CE867F,EllsworthHol,28,5
TRDZUDC128F426BDF3,EllsworthHol,51,4
TRCKKZG128F148CA1C,EllsworthHol,72,3
TRDDRKQ128E0798BF1,CarenHig,44,4
TRAWBEZ128F145D229,CarenHig,33,5
TRDQNSF128F9312EAB,CarenHig,46,4
TRDIHSP128F423B29B,CarenHig,78,3
TRCLLKY128F4232EDB,CarenHig,18,4
TRATNAT128F4277C47,BeulahBea,15,4
TRAXGJQ12903CE0751,BeulahBea,2,4
TRCOGGB128E078F62E,BeulahBea,8,5
TRBMEYU128F422BD3D,BeulahBea,6,5
TRASHBA128F424942D,BeulahBea,53,4
TRDNWSD128F423ED9B,CarollPri,44,4
TRCGHQD128F93058AC,CarollPri,69,4
TRAKKTA128F428A2F1,CarollPri,32,3
TRAXFBB128E0791600,CarollPri,18,4
TRCOTVC12903CF505B,CarollPri,65,3
TRBOFAT12903CF392E,FloranceRua,95,3
TRDDSHV128F42B72F5,FloranceRua,26,3
TRAWLDB128F92F94D9,FloranceRua,38,5
TRDQGVX128F149010E,FloranceRua,84,5
TRBLWGF12903CEA7BA,FloranceRua,80,4
TRAYJDB12903CBC572,TerrilynBra,82,5
TRCHFPD128F4280786,TerrilynBra,74,5
TRBEANJ128F42910AB,TerrilynBra,93,4
TRAPAMP128F4255326,TerrilynBra,17,4
TRCPANE128F92DAE03,TerrilynBra,30,5
TRCFLFE12903CC7D57,KimberleeMag,89,5
TRAYFZB128F14AE4CA,KimberleeMag,25,4
TRBKYVN12903CF7BD8,KimberleeMag,52,4
TRBSVDT128F92EA328,KimberleeMag,36,4
TRCBMWJ128F425BD3A,KimberleeMag,76,4
TRAFBYD128F424ECD2,CarolannKen,33,4
TRDZUYR128F933C14D,CarolannKen,3,3
